Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,871,2024-02-16,772,AMS,DEL,CABIN0C,109
KL,871,2024-02-16,772,AMS,DEL,CABIN0A,34
KL,871,2024-02-16,772,AMS,DEL,CABIN0E,73
KL,871,2024-02-16,772,AMS,DEL,CABIN0D,53
KL,871,2024-02-16,772,AMS,DEL,CABIN0B,36
